contact_role_id,contact_id,opp_id,role,is_primary
259,2820,184,Economic Buyer,True
260,2369,185,Technical Evaluator,False
261,1452,185,Champion,True
262,2684,185,End User,False
263,2909,186,Champion,True
264,202,186,End User,False
265,1003,187,Champion,True
266,1129,188,Legal Reviewer,False
267,1291,188,Technical Evaluator,False
268,2322,188,Blocker,False
269,2524,189,Champion,True
270,1108,190,Blocker,False
271,131,191,Coach,False
272,2002,191,Economic Buyer,True
273,2677,191,Technical Evaluator,False
274,2914,192,Economic Buyer,True
275,111,193,Coach,False
276,953,194,Economic Buyer,True
277,587,195,Blocker,False
278,2157,195,Technical Evaluator,False
279,705,196,Economic Buyer,True
280,325,196,Technical Evaluator,False
281,2298,197,Technical Evaluator,False
282,2293,197,End User,False
283,1796,198,Champion,True
284,578,198,Economic Buyer,True
285,2827,199,Executive Sponsor,True
286,893,199,Economic Buyer,True
287,1426,199,End User,False
288,1871,200,Champion,True
289,2452,200,Economic Buyer,True
290,2808,201,End User,False
291,1290,201,Executive Sponsor,True
292,2578,202,Champion,True
293,162,203,End User,False
294,198,204,Legal Reviewer,False
295,2710,204,Economic Buyer,True
296,2766,205,Legal Reviewer,False
297,2871,86,Technical Evaluator,False
298,246,86,Economic Buyer,True
299,383,208,Technical Evaluator,False
300,2405,209,Technical Evaluator,False
301,155,209,Executive Sponsor,True
302,2065,209,Legal Reviewer,False
303,1320,210,Blocker,False
304,360,211,Coach,False
305,235,212,End User,False
306,1564,213,Technical Evaluator,False
307,1646,214,Blocker,False
308,2021,215,Champion,True
309,2530,215,Technical Evaluator,False
310,1852,216,Blocker,False
311,1565,216,Champion,True
312,2675,217,Champion,True
313,1419,218,Legal Reviewer,False
314,2609,218,Blocker,False
315,841,219,Coach,False
316,1625,220,End User,False
317,1891,221,End User,False
318,1848,221,Economic Buyer,True
319,1872,221,Champion,True
320,414,222,Legal Reviewer,False
321,1957,222,Coach,False
322,196,223,Technical Evaluator,False
323,601,224,Blocker,False
324,2302,225,Economic Buyer,True
325,1943,225,Champion,True
326,1589,226,Executive Sponsor,True
327,768,227,Technical Evaluator,False
328,2435,228,Blocker,False
329,909,229,Technical Evaluator,False
330,1294,230,Technical Evaluator,False
331,879,231,Champion,True
332,2462,232,End User,False
333,601,233,Economic Buyer,True
334,469,95,Technical Evaluator,False
335,285,95,End User,False
336,2791,235,End User,False
337,2000,235,Technical Evaluator,False
338,1563,235,Coach,False
339,755,236,Technical Evaluator,False
340,1483,237,End User,False
341,1373,238,Champion,True
342,1783,239,Technical Evaluator,False
343,2766,240,Economic Buyer,True
344,2801,241,Legal Reviewer,False
345,1384,241,Economic Buyer,True
346,528,242,End User,False
347,1436,242,Champion,True
348,944,243,End User,False
349,2314,243,Champion,True
350,583,243,Technical Evaluator,False
351,2435,244,Coach,False
352,1441,245,Blocker,False
353,674,245,Coach,False
354,481,246,Executive Sponsor,True
355,1568,247,Technical Evaluator,False
356,243,249,Technical Evaluator,False
357,2982,249,Economic Buyer,True
358,1172,249,Executive Sponsor,True
359,1474,250,Economic Buyer,True
360,2252,178,Technical Evaluator,False
361,2340,178,Champion,True
362,714,252,Executive Sponsor,True
363,1239,252,Legal Reviewer,False
364,640,253,End User,False
365,2260,253,Champion,True
366,1855,253,Technical Evaluator,False
367,2073,254,Technical Evaluator,False
368,2788,254,Legal Reviewer,False
369,910,255,Champion,True
370,1257,256,Technical Evaluator,False
371,1625,54,Champion,True
372,1355,259,Executive Sponsor,True
373,724,260,Executive Sponsor,True
374,1867,260,Coach,False
375,323,261,Technical Evaluator,False
376,2632,261,Coach,False
377,319,262,Executive Sponsor,True
378,2476,262,End User,False
379,2236,263,Technical Evaluator,False
380,1192,263,End User,False
381,2149,264,End User,False
382,1600,264,Champion,True
383,625,265,End User,False
384,1650,266,Economic Buyer,True
385,1237,267,End User,False
386,1025,267,Champion,True
387,964,268,Technical Evaluator,False
388,751,268,End User,False
389,1536,269,Executive Sponsor,True
390,2893,270,End User,False
391,1292,271,Economic Buyer,True
392,2016,271,Legal Reviewer,False
393,653,273,Technical Evaluator,False
394,777,274,Technical Evaluator,False
395,834,275,Champion,True
396,2398,276,Economic Buyer,True
397,2398,277,Executive Sponsor,True
398,339,278,Coach,False
399,1804,279,Technical Evaluator,False
400,1741,279,End User,False
401,2193,280,Champion,True
402,2611,280,Blocker,False
403,2348,280,Executive Sponsor,True
404,2498,281,Champion,True
405,640,86,Coach,False
406,758,283,Economic Buyer,True
407,481,284,Champion,True
408,2478,285,Economic Buyer,True
409,2430,285,Champion,True
410,2496,286,End User,False
411,981,287,Economic Buyer,True
412,2437,288,Coach,False
413,982,288,Champion,True
414,447,289,Technical Evaluator,False
415,892,290,Blocker,False
416,1431,291,Executive Sponsor,True
417,390,291,Technical Evaluator,False
418,2811,291,End User,False
419,2050,292,Coach,False
420,1681,292,Technical Evaluator,False
421,1033,292,Champion,True
422,1127,293,Economic Buyer,True
423,2691,294,Economic Buyer,True
424,1079,295,Champion,True
425,408,295,Economic Buyer,True
426,1635,295,End User,False
427,452,296,Economic Buyer,True
428,1315,296,Coach,False
429,2285,297,Blocker,False
430,1126,298,Champion,True
431,1958,299,Executive Sponsor,True
432,2883,299,Coach,False
433,1116,299,Champion,True
434,687,300,Economic Buyer,True
435,1987,300,Legal Reviewer,False
436,425,300,Technical Evaluator,False
437,1287,301,Blocker,False
438,1915,302,Technical Evaluator,False
439,1291,95,Champion,True
440,1537,304,Champion,True
441,2927,304,End User,False
442,402,304,Executive Sponsor,True
443,901,305,Champion,True
444,2678,307,End User,False
445,2155,307,Technical Evaluator,False
446,419,307,Economic Buyer,True
447,1380,308,Champion,True
448,1232,309,Champion,True
449,466,310,Economic Buyer,True
450,2680,310,End User,False
451,2945,310,Legal Reviewer,False
452,2566,311,Technical Evaluator,False
453,270,312,Executive Sponsor,True
454,1176,313,Champion,True
455,1140,314,Executive Sponsor,True
456,2017,315,End User,False
457,834,315,Champion,True
458,332,315,Technical Evaluator,False
459,2675,316,Technical Evaluator,False
460,2566,317,Technical Evaluator,False
461,106,318,Technical Evaluator,False
462,1317,319,Champion,True
463,979,319,Blocker,False
464,217,319,Economic Buyer,True
465,112,320,Technical Evaluator,False
466,825,321,Economic Buyer,True
467,239,322,Champion,True
468,1589,323,Champion,True
469,1103,324,Executive Sponsor,True
470,2861,325,Champion,True
471,2358,325,Technical Evaluator,False
472,1524,326,Technical Evaluator,False
473,2439,169,Champion,True
474,167,169,End User,False
475,2506,328,Technical Evaluator,False
476,909,329,Technical Evaluator,False
477,2182,330,Technical Evaluator,False
478,804,331,End User,False
479,355,331,Technical Evaluator,False
480,1538,332,End User,False
481,2142,333,Champion,True
482,2224,333,End User,False
483,2620,333,Technical Evaluator,False
484,2358,334,Technical Evaluator,False
485,2861,334,End User,False
486,1539,335,Champion,True
487,1784,336,End User,False
488,676,336,Economic Buyer,True
489,2353,337,End User,False
490,2762,338,Technical Evaluator,False
491,1507,338,Champion,True
492,2232,338,Economic Buyer,True
493,2871,339,Economic Buyer,True
494,246,339,Coach,False
495,2890,340,Champion,True
496,922,341,Champion,True
497,101,342,End User,False
498,448,343,Blocker,False
499,972,344,End User,False
500,1062,344,Champion,True
501,1173,344,Technical Evaluator,False
502,153,345,Coach,False
503,2015,345,Champion,True
504,445,345,Blocker,False
505,2679,346,Economic Buyer,True
506,33,347,Champion,True
507,1487,348,Coach,False
508,812,349,Champion,True
509,2473,349,End User,False
510,2130,349,Blocker,False
511,2180,350,Champion,True
512,2995,351,Legal Reviewer,False
513,2505,351,Technical Evaluator,False
514,1531,352,Executive Sponsor,True
515,125,353,Technical Evaluator,False
516,663,354,Technical Evaluator,False
517,87,354,End User,False
518,1970,355,Economic Buyer,True
519,2004,356,Coach,False
520,1627,356,Blocker,False
521,2041,357,Champion,True
522,830,358,Economic Buyer,True
523,2151,359,Coach,False
524,723,360,Champion,True
525,568,361,Technical Evaluator,False
526,1670,362,Champion,True
527,1219,362,Blocker,False
528,64,362,Technical Evaluator,False
529,2197,363,End User,False
530,227,363,Legal Reviewer,False
531,1186,364,Executive Sponsor,True
532,658,366,Economic Buyer,True
533,1624,367,Champion,True
534,975,368,Technical Evaluator,False
535,1163,368,Champion,True
536,1344,80,Champion,True
537,616,80,Executive Sponsor,True
538,76,80,Economic Buyer,True
539,2300,370,Blocker,False
540,131,371,Coach,False
541,2677,371,End User,False
542,2002,371,Economic Buyer,True
543,1440,373,Executive Sponsor,True
544,1683,374,Economic Buyer,True
545,209,374,Technical Evaluator,False
546,781,375,Blocker,False
547,2697,375,Coach,False
548,1935,376,Legal Reviewer,False
549,987,376,Coach,False
550,2239,376,Economic Buyer,True
551,566,377,Executive Sponsor,True
552,1728,377,Economic Buyer,True
553,2659,379,End User,False
554,535,379,Champion,True
555,2280,380,Technical Evaluator,False
556,883,380,Champion,True
557,2349,380,Economic Buyer,True
558,1934,381,Blocker,False
559,1559,383,Blocker,False
560,799,385,Economic Buyer,True
561,1352,386,Technical Evaluator,False
562,1315,387,End User,False
563,144,388,Champion,True
564,108,388,Economic Buyer,True
565,2789,389,Champion,True
566,846,389,Executive Sponsor,True
567,2380,390,Champion,True
568,349,390,End User,False
569,2563,391,Legal Reviewer,False
570,1098,392,Executive Sponsor,True
571,1766,392,Legal Reviewer,False
572,1194,393,End User,False
573,909,394,Economic Buyer,True
574,2939,395,Champion,True
575,862,396,Champion,True
576,1656,397,End User,False
577,2358,398,End User,False
578,697,399,Legal Reviewer,False
579,719,400,Coach,False
580,1553,401,End User,False
581,1850,402,Champion,True
582,509,402,Technical Evaluator,False
583,707,403,Executive Sponsor,True
584,1567,403,Legal Reviewer,False
585,1844,404,Champion,True
586,672,404,Legal Reviewer,False
587,815,32,Technical Evaluator,False
588,414,406,End User,False
589,1378,407,Blocker,False
590,2657,408,Economic Buyer,True
591,52,408,Executive Sponsor,True
592,1832,408,End User,False
593,2823,409,Champion,True
594,648,410,Champion,True
595,828,411,Technical Evaluator,False
596,96,412,Executive Sponsor,True
597,2868,413,Champion,True
598,630,413,Coach,False
599,1856,414,Economic Buyer,True
600,2617,414,Legal Reviewer,False
601,2174,15,Technical Evaluator,False
602,235,416,Coach,False
603,1120,417,End User,False
604,677,418,Technical Evaluator,False
605,2739,418,Economic Buyer,True
606,2283,418,Champion,True
607,1849,419,Blocker,False
608,1659,419,Economic Buyer,True
609,2584,420,Champion,True
610,148,421,Champion,True
611,1295,422,Coach,False
612,2659,422,Champion,True
613,535,422,Economic Buyer,True
614,1198,423,Legal Reviewer,False
615,1622,424,Economic Buyer,True
616,2136,425,Blocker,False
617,1781,426,Technical Evaluator,False
618,536,427,Economic Buyer,True
619,867,428,Champion,True
620,1118,429,End User,False
621,2402,429,Champion,True
622,684,429,Technical Evaluator,False
623,2773,429,Economic Buyer,True
624,867,430,End User,False
625,1703,431,Technical Evaluator,False
626,1951,432,Technical Evaluator,False
627,2611,433,Technical Evaluator,False
628,2943,434,Technical Evaluator,False
629,545,435,Champion,True
630,1174,435,End User,False
631,1134,435,Coach,False
632,2976,436,Executive Sponsor,True
633,1402,438,Champion,True
634,1470,439,Coach,False
635,2917,439,End User,False
636,2636,439,Technical Evaluator,False
637,1289,439,Legal Reviewer,False
638,1331,440,Legal Reviewer,False
639,1446,440,Technical Evaluator,False
640,1562,440,End User,False
641,1566,440,Champion,True
642,1837,441,Economic Buyer,True
643,2456,442,Executive Sponsor,True
644,1264,443,Technical Evaluator,False
645,2306,444,Coach,False
646,918,445,End User,False
647,1090,445,Economic Buyer,True
648,698,446,Coach,False
649,2004,446,Technical Evaluator,False
650,1627,446,Champion,True
651,1790,446,Executive Sponsor,True
652,1585,447,Champion,True
653,95,448,Coach,False
654,2569,450,End User,False
655,769,451,Blocker,False
656,428,452,Technical Evaluator,False
657,1420,453,End User,False
658,396,454,Technical Evaluator,False
659,1311,455,Legal Reviewer,False
660,1374,455,Champion,True
661,2910,455,Economic Buyer,True
662,509,456,Economic Buyer,True
663,2441,457,Legal Reviewer,False
664,1728,458,Technical Evaluator,False
665,566,458,Executive Sponsor,True
666,809,458,End User,False
667,676,459,Champion,True
668,1784,459,Blocker,False
669,2634,460,Legal Reviewer,False
670,142,461,Champion,True
671,373,461,Economic Buyer,True
672,2462,462,End User,False
673,2686,463,Champion,True
674,835,463,Technical Evaluator,False
675,517,464,Technical Evaluator,False
676,912,464,Champion,True
677,2450,465,Champion,True
678,1081,466,Champion,True
679,260,466,Economic Buyer,True
680,2623,467,Coach,False
681,648,467,Technical Evaluator,False
682,1586,300,Champion,True
683,675,470,Technical Evaluator,False
684,2631,471,Legal Reviewer,False
685,2358,472,Champion,True
686,796,473,Technical Evaluator,False
687,2741,473,Champion,True
688,854,474,Technical Evaluator,False
689,2765,474,End User,False
690,1541,475,Economic Buyer,True
691,803,475,End User,False
692,2001,476,Blocker,False
693,2588,477,Executive Sponsor,True
694,2472,478,Champion,True
695,2437,479,End User,False
696,982,479,Technical Evaluator,False
697,1320,480,Blocker,False
698,1054,481,Champion,True
699,2283,482,End User,False
700,2489,484,Coach,False
701,1014,485,Technical Evaluator,False
702,847,486,Blocker,False
703,2257,487,Champion,True
704,2584,488,Economic Buyer,True
705,1016,489,Champion,True
706,2733,490,Technical Evaluator,False
707,309,490,Coach,False
708,1972,491,Coach,False
709,906,491,Economic Buyer,True
710,1445,492,Technical Evaluator,False
711,2082,295,Champion,True
712,975,495,Blocker,False
713,2902,495,Coach,False
714,1422,496,Coach,False
715,2196,497,Technical Evaluator,False
716,573,497,Economic Buyer,True
717,1149,497,Blocker,False
718,2273,498,Coach,False
719,2278,498,Champion,True
720,2102,499,Technical Evaluator,False
721,2210,500,Technical Evaluator,False
722,2692,500,Blocker,False
723,508,501,Legal Reviewer,False
724,1603,501,Champion,True
725,779,502,Legal Reviewer,False
726,2556,503,Technical Evaluator,False
727,828,504,Technical Evaluator,False
728,1792,504,End User,False
729,1445,505,Coach,False
730,2272,506,Champion,True
731,362,506,Legal Reviewer,False
732,949,506,Technical Evaluator,False
733,1208,507,Technical Evaluator,False
734,2954,509,Executive Sponsor,True
735,2125,510,Champion,True
736,1210,511,Coach,False
737,1194,511,Technical Evaluator,False
738,2465,512,Economic Buyer,True
739,107,513,Champion,True
740,2951,514,Blocker,False
741,990,515,Executive Sponsor,True
742,2828,515,Champion,True
743,1907,515,Technical Evaluator,False
744,1153,515,End User,False
745,2511,517,Economic Buyer,True
746,393,517,Legal Reviewer,False
747,2798,518,Coach,False
748,2689,520,End User,False
749,816,521,Economic Buyer,True
750,1225,522,Champion,True
751,323,523,End User,False
752,2660,524,Technical Evaluator,False
753,1917,525,Executive Sponsor,True
754,1403,526,End User,False
755,754,526,Technical Evaluator,False
756,1837,527,Technical Evaluator,False
757,2066,528,Champion,True
758,2685,528,Blocker,False
759,1141,529,Technical Evaluator,False
760,2076,529,Legal Reviewer,False
761,2181,530,Champion,True
762,1973,530,Executive Sponsor,True
763,2165,531,Economic Buyer,True
764,1257,531,Technical Evaluator,False
765,2774,531,Executive Sponsor,True
766,2832,410,Champion,True
767,1814,410,Economic Buyer,True
768,1553,534,Executive Sponsor,True
769,2110,534,Economic Buyer,True
770,1177,535,Economic Buyer,True
771,2669,536,Coach,False
772,2535,536,Executive Sponsor,True
773,2425,536,Champion,True
774,501,537,Champion,True
775,1448,538,Legal Reviewer,False
776,59,539,Executive Sponsor,True
777,1678,539,Technical Evaluator,False
778,1677,540,Economic Buyer,True
779,302,541,Champion,True
780,240,541,Technical Evaluator,False
781,82,542,Executive Sponsor,True
782,1123,542,Technical Evaluator,False
783,1237,543,Economic Buyer,True
784,1025,543,Technical Evaluator,False
785,478,544,Technical Evaluator,False
786,1318,545,End User,False
787,2151,546,Economic Buyer,True
788,2631,547,Technical Evaluator,False
789,713,547,Economic Buyer,True
790,2787,548,Champion,True
791,1108,549,Economic Buyer,True
792,1093,549,Champion,True
793,248,550,End User,False
794,2208,551,Technical Evaluator,False
795,1110,551,Legal Reviewer,False
796,148,551,Economic Buyer,True
797,2085,552,Executive Sponsor,True
798,2400,552,Technical Evaluator,False
799,79,552,Blocker,False
800,1643,553,Technical Evaluator,False
801,648,554,Champion,True
802,1990,555,Executive Sponsor,True
803,726,555,Champion,True
804,2879,557,Technical Evaluator,False
805,2209,557,End User,False
806,1725,557,Economic Buyer,True
807,2239,558,Champion,True
808,987,558,End User,False
809,1641,559,End User,False
810,2275,559,Executive Sponsor,True
811,2338,560,Technical Evaluator,False
812,1949,560,Economic Buyer,True
813,2734,561,Champion,True
814,661,561,Blocker,False
815,97,562,Technical Evaluator,False
816,971,563,End User,False
817,1876,564,End User,False
818,1877,564,Executive Sponsor,True
819,1137,565,End User,False
820,363,565,Champion,True
821,717,566,End User,False
822,1493,567,Legal Reviewer,False
823,2662,568,End User,False
824,1038,569,Economic Buyer,True
825,1405,569,Technical Evaluator,False
826,1425,570,Coach,False
827,2295,570,Technical Evaluator,False
828,2397,570,Economic Buyer,True
829,172,570,Champion,True
830,2832,571,Economic Buyer,True
831,1814,571,Champion,True
832,2829,572,End User,False
833,476,573,Blocker,False
834,2084,574,Executive Sponsor,True
835,235,574,Champion,True
836,1167,574,End User,False
837,501,576,Technical Evaluator,False
838,1393,576,Coach,False
839,520,577,Technical Evaluator,False
840,819,578,End User,False
841,274,579,Technical Evaluator,False
842,2160,579,Executive Sponsor,True
843,960,580,Technical Evaluator,False
844,567,581,Technical Evaluator,False
845,1264,582,Economic Buyer,True
846,1284,583,Champion,True
847,1544,584,Champion,True
848,2343,584,Economic Buyer,True
849,1609,585,Technical Evaluator,False
850,443,585,End User,False
851,484,586,Economic Buyer,True
852,2261,586,End User,False
853,600,586,Coach,False
854,608,587,Blocker,False
855,1579,587,Technical Evaluator,False
856,2339,587,End User,False
857,1781,588,Blocker,False
858,2453,589,Legal Reviewer,False
859,1898,590,Technical Evaluator,False
860,326,590,Blocker,False
861,890,591,Executive Sponsor,True
862,1254,592,Economic Buyer,True
863,2093,593,End User,False
864,1615,594,End User,False
865,1506,594,Blocker,False
866,2155,595,Technical Evaluator,False
867,2678,595,End User,False
868,419,595,Coach,False
869,2061,596,Economic Buyer,True
870,1854,596,Executive Sponsor,True
871,552,596,Champion,True
872,1985,596,Technical Evaluator,False
873,918,597,Coach,False
874,942,598,End User,False
875,2939,599,Economic Buyer,True
876,1529,600,Technical Evaluator,False
877,859,601,Coach,False
878,1139,602,Executive Sponsor,True
879,2090,603,Blocker,False
880,432,603,Legal Reviewer,False
881,2213,604,Executive Sponsor,True
882,2651,604,Coach,False
883,404,605,Executive Sponsor,True
884,1660,605,End User,False
885,828,252,Technical Evaluator,False
886,1792,252,Legal Reviewer,False
887,441,607,Champion,True
888,539,608,Champion,True
889,647,609,Executive Sponsor,True
890,2067,609,Blocker,False
891,2340,609,Economic Buyer,True
892,1254,610,Champion,True
893,1878,611,Technical Evaluator,False
894,421,611,Economic Buyer,True
895,67,612,Executive Sponsor,True
896,1785,612,Legal Reviewer,False
897,2073,613,Champion,True
898,164,613,Economic Buyer,True
899,1717,613,Legal Reviewer,False
900,2788,613,End User,False
901,626,615,Executive Sponsor,True
902,179,615,Blocker,False
903,1518,616,Economic Buyer,True
904,943,616,Technical Evaluator,False
905,1100,617,Champion,True
906,254,617,Technical Evaluator,False
907,442,618,Champion,True
908,2244,619,Technical Evaluator,False
909,887,619,Champion,True
910,1871,620,Economic Buyer,True
911,2452,620,Blocker,False
912,1887,621,Technical Evaluator,False
913,2139,621,Blocker,False
914,1642,621,Legal Reviewer,False
915,2735,622,Coach,False
916,1283,623,Economic Buyer,True
917,1661,624,Technical Evaluator,False
918,106,624,End User,False
919,1854,625,Blocker,False
920,552,625,End User,False
921,2061,625,Coach,False
922,1985,625,Economic Buyer,True
923,1746,627,Economic Buyer,True
924,127,627,Technical Evaluator,False
925,1065,627,Executive Sponsor,True
926,81,627,End User,False
927,420,628,Economic Buyer,True
928,3000,629,Technical Evaluator,False
929,2730,630,Economic Buyer,True
930,1617,630,Technical Evaluator,False
931,2351,630,Legal Reviewer,False
932,157,632,End User,False
933,2978,632,Champion,True
934,2386,633,Technical Evaluator,False
935,1625,634,Executive Sponsor,True
936,282,635,Blocker,False
